EntryTime,Type,EntryPrice,SL,TP,Risk,WindowType,WindowHigh,WindowLow,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Is_Consolidating,Is_Tight_Range,Consolidation_Score,Trend_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,ExitTime,ExitPrice,P&L,R_Multiple,Status,TradeID,PredictedWin,WinProbability,PredictedP&L,Confidence,Recommendation
2025-01-27 17:00:00,SELL,2760.17,2763.77,2752.9700000000003,3.599999999999909,1630,2763.77,2760.44,2762.4147465303326,2764.2011765803554,2763.8034941744754,2732.601678320937,2.3475644011380448,0.0850514425248461,1.0549027667525015,0,0,0.0,0.6666666666666666,0,1,1,2025-01-27 17:40:00,2752.9700000000003,7.199999999999818,2.0,TP_HIT,134,False,0.2928125907830934,-0.48835190567311515,Low,AVOID TRADE
2025-01-28 03:25:00,BUY,2744.04,2739.7,2752.7200000000003,4.3400000000001455,300,2741.91,2739.7,2741.506963632597,2741.321314517879,2740.821427542853,2733.2462454547363,1.741327284452049,0.0634585240904669,1.5082207485557475,0,0,0.0,1.0,1,1,1,2025-01-28 03:35:00,2739.7,-4.3400000000001455,-1.0,SL_HIT,135,False,0.1226484478649498,-1.7841808546630114,Low,AVOID TRADE
2025-01-28 10:30:00,SELL,2740.38,2742.45,2736.2400000000007,2.069999999999709,1000,2742.45,2740.74,2741.434876849468,2741.592627250885,2741.369465170163,2733.7428482433947,1.0944328998940909,0.0399372678203056,0.9463670093744174,0,0,0.0,0.6666666666666666,0,1,1,2025-01-28 11:20:00,2742.45,-2.069999999999709,-1.0,SL_HIT,136,False,0.20903321698872815,-0.43522860604030017,Low,AVOID TRADE
2025-01-28 16:50:00,BUY,2744.57,2742.6,2748.5100000000007,1.9700000000002549,1630,2744.21,2742.6,2743.6614171884708,2743.320297878309,2742.790719213112,2734.250299698005,1.23568225462947,0.0450227997329078,0.927845292648463,0,1,0.5,1.0,1,1,1,2025-01-28 17:30:00,2748.5100000000007,3.940000000000509,2.0,TP_HIT,137,True,0.6121064514189514,-0.19905697129718017,Medium,TAKE TRADE
2025-01-29 04:40:00,BUY,2764.41,2762.31,2768.61,2.099999999999909,300,2764.09,2762.31,2763.5433204321243,2763.386752572319,2762.8917465339973,2736.9156958303274,0.6934211564407834,0.0250838752732331,1.0056007088508856,0,1,0.5,1.0,1,1,1,2025-01-29 07:15:00,2762.31,-2.099999999999909,-1.0,SL_HIT,138,False,0.0828702197377977,-0.5913115510281383,Low,AVOID TRADE
2025-01-29 10:15:00,BUY,2761.74,2759.76,2765.699999999999,1.9799999999995637,1000,2761.16,2759.76,2761.106203644001,2761.664564864951,2762.484498079697,2738.3861198647105,1.1384404603407758,0.0412218550747273,1.2773459482541176,0,0,0.0,0.3333333333333333,0,0,1,2025-01-29 10:50:00,2759.76,-1.9799999999995637,-1.0,SL_HIT,139,False,0.41031712962962963,-0.2643543223505281,Low,AVOID TRADE
2025-01-29 17:15:00,SELL,2753.53,2758.16,2744.270000000001,4.629999999999654,1630,2758.16,2755.9,2756.396139147982,2757.2584793586702,2758.6408890365365,2739.8308481630343,1.968282931604985,0.0714821676758555,1.4781398183885015,0,0,0.0,0.3333333333333333,0,0,1,2025-01-29 17:50:00,2758.16,-4.629999999999654,-1.0,SL_HIT,140,False,0.07845216753650203,-2.0881338497411535,Low,AVOID TRADE
2025-01-30 03:20:00,BUY,2760.09,2758.23,2763.8100000000004,1.8600000000001276,300,2759.96,2758.23,2759.026799362651,2757.625467729544,2755.788189776716,2741.1834105484154,1.078446185163361,0.0390728630285012,0.6380717237819463,1,1,1.0,1.0,1,1,1,2025-01-30 10:55:00,2763.8100000000004,3.720000000000255,2.0,TP_HIT,141,True,0.7277196969696971,0.29750160782322216,High,TAKE TRADE
2025-01-30 11:00:00,BUY,2766.43,2760.25,2778.7899999999995,6.179999999999836,1000,2762.08,2760.25,2763.203275338456,2762.020078745076,2761.2290731316307,2742.8274524233725,1.5723617124207725,0.0568372130298172,1.4644703856892207,0,0,0.0,1.0,1,1,1,2025-01-30 14:25:00,2778.7899999999995,12.359999999999673,2.0,TP_HIT,142,False,0.4731601392722313,0.864814391169751,Low,AVOID TRADE
2025-01-30 17:00:00,BUY,2782.05,2778.07,2790.01,3.980000000000018,1630,2780.82,2778.07,2780.006167478733,2779.0051188409693,2776.644467199374,2744.920696112826,1.3560215384313994,0.0487418104790136,1.269588962048153,0,0,0.0,1.0,1,1,1,2025-01-30 19:15:00,2790.01,7.960000000000036,2.0,TP_HIT,143,False,0.18667899933517018,-1.3333639165463427,Low,AVOID TRADE
2025-01-31 04:05:00,BUY,2797.74,2791.77,2809.6799999999994,5.9699999999998,300,2797.15,2791.77,2795.621366377356,2794.8094205281536,2794.04506110606,2749.597687179356,2.24522359874422,0.080251331386913,0.8452897138750577,0,0,0.0,1.0,1,1,1,2025-01-31 12:55:00,2791.77,-5.9699999999998,-1.0,SL_HIT,144,False,0.13860855123278917,-1.5757464094374012,Low,AVOID TRADE
2025-01-31 13:00:00,SELL,2793.58,2796.3,2788.1399999999994,2.7200000000002547,1000,2796.3,2794.49,2794.1370350049065,2795.12811986318,2795.5867517946217,2753.5352395875607,1.729051103021077,0.0618937386085623,0.9762617661486198,0,0,0.0,0.3333333333333333,0,0,1,2025-01-31 13:35:00,2796.3,-2.7200000000002547,-1.0,SL_HIT,145,False,0.2984290318599529,-0.21295338490402568,Low,AVOID TRADE
2025-01-31 17:35:00,BUY,2807.81,2804.6,2814.23,3.2100000000000364,1630,2807.66,2804.6,2805.760508232216,2804.139685913141,2800.903031443676,2755.4240142495496,2.118020348083573,0.0754331791710825,1.1729605793501954,0,0,0.0,1.0,1,1,1,2025-01-31 17:35:00,2804.6,-3.2100000000000364,-1.0,SL_HIT,146,False,0.41481982902651837,-0.2298301354700212,Low,AVOID TRADE
2025-02-03 03:25:00,SELL,2791.84,2805.79,2763.9400000000005,13.949999999999818,300,2805.79,2792.88,2797.762061501658,2799.059278924151,2800.382140847857,2759.6989597202846,5.014039311069989,0.1795962272576504,1.9765627403038688,0,0,0.0,0.3333333333333333,0,0,1,2025-02-03 16:35:00,2805.79,-13.949999999999818,-1.0,SL_HIT,147,False,0.1885657196532039,-7.708362126022155,Low,AVOID TRADE
2025-02-03 16:45:00,BUY,2809.98,2802.08,2825.78,7.900000000000091,1630,2809.4,2802.08,2805.438860384,2802.718873139737,2799.061807455771,2763.430992270184,2.384930448148364,0.0848735737673707,1.256953350632537,0,0,0.0,1.0,1,1,1,2025-02-03 18:45:00,2825.78,15.800000000000182,2.0,TP_HIT,148,True,0.5628222095291158,3.749371183994263,Medium,AVOID TRADE
2025-02-04 04:30:00,BUY,2815.41,2811.51,2823.209999999999,3.899999999999636,300,2814.64,2811.51,2814.0822859563714,2814.1205289834475,2815.1838980435427,2769.05472029216,1.4371917070468734,0.0510473326104145,0.7898526954177739,0,0,0.0,0.3333333333333333,0,0,1,2025-02-04 05:40:00,2823.209999999999,7.799999999999272,2.0,TP_HIT,149,False,0.23461809877360998,-0.5775036027482211,Low,AVOID TRADE
2025-02-04 10:20:00,SELL,2812.4,2816.16,2804.880000000001,3.759999999999764,1000,2816.16,2813.35,2814.503425358811,2816.01038519804,2817.501904720877,2771.9679422382983,1.5738083892849777,0.0559596212944452,0.9245146093832628,0,0,0.0,0.3333333333333333,0,0,1,2025-02-04 12:15:00,2816.16,-3.759999999999764,-1.0,SL_HIT,150,False,0.11007442010595515,-0.9398135001729706,Low,AVOID TRADE
2025-02-04 16:45:00,BUY,2821.3,2818.94,2826.0200000000004,2.3600000000001278,1630,2820.73,2818.94,2819.251277685618,2817.7797377557176,2816.6932260471312,2774.5750530534624,1.6687296088955588,0.0591475422286023,1.0949597219493654,0,0,0.0,1.0,1,1,1,2025-02-04 17:15:00,2826.0200000000004,4.720000000000255,2.0,TP_HIT,151,False,0.31537729161329064,-0.6013538589160422,Low,AVOID TRADE
2025-02-05 03:15:00,SELL,2840.69,2842.68,2836.7100000000005,1.9899999999997815,300,2842.68,2840.77,2841.3427553064207,2841.8047858431487,2841.78024057258,2780.858374473866,0.9065475861699048,0.0319129361588172,0.8119887928014773,0,0,0.0,0.6666666666666666,0,1,1,2025-02-05 03:45:00,2842.68,-1.9899999999997815,-1.0,SL_HIT,152,False,0.2057232813103715,-0.24127617264738613,Low,AVOID TRADE
2025-02-05 10:15:00,BUY,2859.56,2856.92,2864.84,2.6399999999998727,1000,2859.39,2856.92,2858.1221147632014,2856.9284752502267,2854.070020514024,2785.6998508984343,1.6244989694571608,0.0568094031759138,1.0503829408858014,0,1,0.5,1.0,1,1,1,2025-02-05 11:00:00,2856.92,-2.6399999999998727,-1.0,SL_HIT,153,False,0.19756340549940443,-0.7388986347162647,Low,AVOID TRADE
2025-02-05 17:15:00,SELL,2866.55,2870.37,2858.9100000000008,3.819999999999709,1630,2870.37,2867.01,2868.857998868434,2868.947273217068,2868.0918335035417,2791.207458119036,2.088045583294717,0.0728417639076491,1.1842892522026862,0,1,0.5,0.6666666666666666,0,1,1,2025-02-05 17:45:00,2858.9100000000008,7.639999999999418,2.0,TP_HIT,154,False,0.23524437653283584,-0.5979438487307285,Low,AVOID TRADE
2025-02-06 05:55:00,BUY,2871.39,2861.79,2890.59,9.599999999999907,300,2870.38,2861.79,2869.1271366734663,2868.423836496408,2867.7510052965245,2799.3950525709656,1.8638120909321807,0.0649097507107074,1.244738482192639,0,0,0.0,1.0,1,1,1,2025-02-06 10:45:00,2861.79,-9.599999999999907,-1.0,SL_HIT,155,False,0.22816448461728864,-2.0158812193810265,Low,AVOID TRADE
2025-02-06 10:50:00,SELL,2860.62,2869.66,2842.54,9.039999999999964,1000,2869.66,2867.81,2865.9162148595315,2867.375937014168,2868.127715214121,2802.700069973543,2.145676039029305,0.0750073773877448,1.4590350159782144,0,0,0.0,0.3333333333333333,0,0,1,2025-02-06 16:00:00,2869.66,-9.039999999999964,-1.0,SL_HIT,156,False,0.41882104848496965,-0.13412595437513503,Low,AVOID TRADE
2025-02-06 16:50:00,SELL,2864.97,2868.72,2857.47,3.75,1630,2868.72,2866.31,2866.3899457937537,2865.220124886395,2863.13256922049,2806.05059623627,1.9999559753052,0.0698072222503272,0.9254624096804024,0,0,0.0,1.0,1,1,1,2025-02-06 17:50:00,2857.47,7.5,2.0,TP_HIT,157,False,0.24710464892924083,-0.3150217978412596,Low,AVOID TRADE
2025-02-07 03:15:00,BUY,2856.9,2855.63,2859.44,1.2699999999999818,300,2856.67,2855.63,2856.303930568079,2855.826471103218,2854.6849016016845,2810.498337299488,0.8880288355543101,0.031083651354766,0.7927090568709589,0,1,0.5,1.0,1,1,1,2025-02-07 04:00:00,2859.44,2.539999999999964,2.0,TP_HIT,158,True,0.6051799242424242,0.10450499937272932,Medium,TAKE TRADE
2025-02-07 10:25:00,BUY,2863.61,2860.52,2869.7900000000004,3.090000000000145,1000,2863.36,2860.52,2863.058246647379,2864.1620508781407,2864.8311563262387,2814.1312948872096,1.590084365612799,0.0555272668279828,1.2466242220786958,0,0,0.0,0.3333333333333333,0,0,1,2025-02-07 10:50:00,2860.52,-3.090000000000145,-1.0,SL_HIT,159,False,0.31401401332728734,-0.6676662385687966,Low,AVOID TRADE
2025-02-07 16:55:00,SELL,2863.61,2867.0,2856.8300000000004,3.3899999999998727,1630,2867.0,2864.77,2865.273417984764,2865.844726485842,2866.066262554343,2817.174104382605,1.492282412161991,0.0521119290742102,0.9950795144944204,0,1,0.5,0.3333333333333333,0,0,1,2025-02-07 17:30:00,2856.8300000000004,6.779999999999745,2.0,TP_HIT,160,False,0.13729203191662384,-0.42211010600816573,Low,AVOID TRADE
2025-02-10 03:15:00,BUY,2865.1,2854.81,2885.68,10.289999999999964,300,2863.58,2854.81,2862.654403974357,2862.0825522990644,2862.3628570723617,2822.008876332813,2.301188913790247,0.0803179265571968,1.4830907449358377,0,0,0.0,0.6666666666666666,1,0,1,2025-02-10 10:40:00,2885.68,20.579999999999927,2.0,TP_HIT,161,False,0.28840618111308725,3.0342483268926257,Low,AVOID TRADE
2025-02-10 10:45:00,BUY,2889.37,2878.86,2910.3899999999994,10.509999999999764,1000,2883.52,2878.86,2884.8278341171726,2882.144056322486,2878.4434492923065,2825.703930863848,2.2030028114880844,0.0762450918881307,1.4770823186346125,0,0,0.0,1.0,1,1,1,2025-02-10 17:20:00,2910.3899999999994,21.019999999999527,2.0,TP_HIT,162,True,0.6117269437900776,14.064792380834398,Medium,TAKE TRADE
2025-02-10 17:35:00,SELL,2901.85,2906.18,2893.19,4.329999999999927,1630,2906.18,2902.78,2904.0716232808218,2904.091033803056,2902.032031919775,2830.788707444626,2.984267571340163,0.1028401733838814,1.384900963123549,0,0,0.0,0.6666666666666666,0,1,1,2025-02-10 18:40:00,2906.18,-4.329999999999927,-1.0,SL_HIT,163,False,0.16115163588504838,-2.1445187295776886,Low,AVOID TRADE
2025-02-11 03:30:00,BUY,2916.16,2907.87,2932.74,8.289999999999964,300,2913.23,2907.87,2911.5980352549486,2909.2686491497434,2907.0123927568416,2837.375755045718,2.0823873258992203,0.0714085415717663,1.5765957457705717,0,0,0.0,1.0,1,1,1,2025-02-11 05:50:00,2932.74,16.579999999999927,2.0,TP_HIT,164,False,0.27853627795796165,-1.1590289816762125,Low,AVOID TRADE
2025-02-11 10:25:00,SELL,2921.86,2929.26,2907.06,7.400000000000091,1000,2929.26,2922.46,2923.4244518899613,2922.19632774087,2921.372292103183,2843.0739723040742,2.805411769098834,0.0960145855413617,1.242343069033533,0,1,0.5,1.0,1,1,1,2025-02-11 12:55:00,2907.06,14.800000000000182,2.0,TP_HIT,165,False,0.3437167713251024,-0.9288125071529884,Low,AVOID TRADE
2025-02-11 16:45:00,SELL,2896.7,2901.86,2886.379999999999,5.160000000000309,1630,2901.86,2897.96,2899.9294920664843,2901.812050082333,2905.094310094297,2846.5763422658706,2.618313376540674,0.090389525202495,1.204550147469895,0,0,0.0,0.3333333333333333,0,0,1,2025-02-11 17:00:00,2886.379999999999,10.320000000000618,2.0,TP_HIT,166,False,0.3996017080303708,-0.06468169533476954,Low,AVOID TRADE
2025-02-12 03:15:00,BUY,2899.97,2896.75,2906.4099999999994,3.2199999999998,300,2898.58,2896.75,2898.5082259294327,2898.5605706237293,2899.705278192469,2851.7143421426613,1.386141130128841,0.0477984644713166,1.0863619535501896,0,1,0.5,0.3333333333333333,0,0,1,2025-02-12 04:00:00,2896.75,-3.2199999999998,-1.0,SL_HIT,167,False,0.07712440796149812,-0.7931357967143569,Low,AVOID TRADE
2025-02-12 10:15:00,BUY,2893.3,2885.51,2908.88,7.789999999999964,1000,2891.87,2885.51,2888.8617895303832,2887.874369699341,2889.138867648256,2854.306739715311,2.171975780996405,0.0750691522136109,1.1616764307942091,0,0,0.0,0.6666666666666666,1,0,1,2025-02-12 14:30:00,2885.51,-7.789999999999964,-1.0,SL_HIT,168,False,0.18423481159873265,-2.929603281963269,Low,AVOID TRADE
2025-02-12 16:50:00,BUY,2885.45,2880.84,2894.669999999999,4.609999999999673,1630,2884.37,2880.84,2883.289397084641,2883.2055642035584,2884.954713032957,2856.173059059892,2.2563541203054216,0.07819765098357,1.019495502166185,0,1,0.5,0.6666666666666666,1,0,1,2025-02-12 17:10:00,2880.84,-4.609999999999673,-1.0,SL_HIT,169,False,0.1935322019684941,-1.4738096391201898,Low,AVOID TRADE
2025-02-13 03:15:00,SELL,2903.98,2905.26,2901.42,1.2800000000002,300,2905.26,2904.1,2903.783650031424,2902.555524073425,2900.7119458619118,2860.255714533956,0.9098397024293196,0.031330784042222,0.7918837986637387,0,1,0.5,1.0,1,1,1,2025-02-13 03:30:00,2901.42,2.5600000000004,2.0,TP_HIT,170,True,0.6819981060606061,0.15967999937273084,Medium,TAKE TRADE
2025-02-13 10:30:00,SELL,2914.49,2918.92,2905.629999999999,4.430000000000291,1000,2918.92,2914.55,2916.741495151322,2917.4599451087192,2915.4061684479343,2863.816390826342,1.9868208847865223,0.0681704478240283,1.1918561393843152,0,0,0.0,0.6666666666666666,0,1,1,2025-02-13 11:30:00,2918.92,-4.430000000000291,-1.0,SL_HIT,171,False,0.1461650790884563,-1.7457031445549596,Low,AVOID TRADE
2025-02-13 16:55:00,SELL,2917.67,2921.32,2910.37,3.650000000000091,1630,2921.32,2917.78,2918.599671776056,2918.195694977723,2917.159065377055,2866.847086605861,1.7604187352260223,0.0603364580376129,0.9892638095876828,0,0,0.0,1.0,1,1,1,2025-02-13 17:30:00,2910.37,7.300000000000182,2.0,TP_HIT,172,True,0.5442839979844973,0.2589523616849387,Medium,AVOID TRADE
2025-02-14 03:20:00,BUY,2930.08,2925.9,2938.44,4.179999999999836,300,2928.92,2925.9,2928.7147827937893,2928.2047118984474,2925.939380480537,2872.0790505881764,1.2839638175326296,0.043820094247687,1.051608680313363,0,1,0.5,1.0,1,1,1,2025-02-14 07:40:00,2925.9,-4.179999999999836,-1.0,SL_HIT,173,False,0.09091497335081368,-1.4724079835749846,Low,AVOID TRADE
2025-02-14 10:15:00,BUY,2932.9,2929.9,2938.9,3.0,1000,2932.69,2929.9,2931.0902449978225,2929.7438898263654,2928.758370904786,2875.9317459959348,1.874819702077263,0.0639237513068042,1.3080223227234948,0,0,0.0,1.0,1,1,1,2025-02-14 14:20:00,2938.9,6.0,2.0,TP_HIT,174,False,0.43261732600045283,-0.13695351853813245,Low,AVOID TRADE
2025-02-14 17:05:00,SELL,2927.64,2932.53,2917.859999999999,4.890000000000327,1630,2932.53,2927.75,2929.660674756059,2931.165594718192,2932.7771628548667,2879.6835019134905,2.1686127588802586,0.0740737508327615,1.174470665677597,0,0,0.0,0.3333333333333333,0,0,1,2025-02-14 17:30:00,2932.53,-4.890000000000327,-1.0,SL_HIT,175,False,0.1838474556280655,-2.066134410754353,Low,AVOID TRADE
2025-02-17 03:25:00,SELL,2882.58,2893.89,2859.96,11.309999999999944,300,2893.89,2883.13,2887.28931835766,2885.7870189866703,2886.549610260934,2880.609452925511,3.795744466522371,0.1316787206780859,1.8318189643412348,0,0,0.0,0.6666666666666666,1,0,1,2025-02-17 05:30:00,2893.89,-11.309999999999944,-1.0,SL_HIT,176,False,0.11062898780267895,-5.21269208496494,Low,AVOID TRADE
2025-02-17 10:25:00,SELL,2889.63,2896.65,2875.59,7.019999999999982,1000,2896.65,2890.63,2893.6173943705458,2896.667336079116,2897.3269205665647,2881.662146582774,2.8078812682452226,0.0971709619655534,1.3320471140919716,0,0,0.0,0.3333333333333333,0,0,1,2025-02-17 10:45:00,2896.65,-7.019999999999982,-1.0,SL_HIT,177,False,0.20180573650444875,-2.7327078316554902,Low,AVOID TRADE
2025-02-17 17:20:00,SELL,2896.77,2899.93,2890.4500000000003,3.1599999999998545,1630,2899.93,2896.78,2897.7257620094933,2898.324141826883,2899.1071784363016,2882.932855653716,1.7672554889479088,0.0610077945072583,0.9964526989670072,0,1,0.5,0.3333333333333333,0,0,1,2025-02-17 18:35:00,2899.93,-3.1599999999998545,-1.0,SL_HIT,178,False,0.155645844394771,-0.8095660591243964,Low,AVOID TRADE
2025-02-18 03:20:00,SELL,2897.41,2899.51,2893.209999999999,2.100000000000364,300,2899.51,2897.56,2897.9640650063607,2898.128228562525,2898.406751938837,2884.0615142392207,0.8854257358933653,0.0305592144671746,0.9911393350062304,0,1,0.5,0.3333333333333333,0,0,1,2025-02-18 04:00:00,2899.51,-2.100000000000364,-1.0,SL_HIT,179,False,0.010586529173619338,-0.5677983808033901,Low,AVOID TRADE
2025-02-18 11:00:00,BUY,2914.59,2909.88,2924.01,4.710000000000036,1000,2914.25,2909.88,2913.0899991409983,2912.420332428085,2909.891743289013,2885.8102875117543,1.638364270538499,0.0562125125845659,0.8717430707931628,0,1,0.5,1.0,1,1,1,2025-02-18 11:45:00,2909.88,-4.710000000000036,-1.0,SL_HIT,180,False,0.08194244930857619,-1.5844846898662013,Low,AVOID TRADE
2025-02-18 16:45:00,BUY,2917.79,2914.2,2924.9700000000003,3.590000000000145,1630,2916.74,2914.2,2915.020059226958,2913.627843064259,2912.423425209811,2887.1726543262685,1.6111027062240086,0.0552165408142466,1.1845914802859554,0,0,0.0,1.0,1,1,1,2025-02-18 17:10:00,2914.2,-3.590000000000145,-1.0,SL_HIT,181,False,0.1741853706650405,-0.8726734038057952,Low,AVOID TRADE
2025-02-19 03:15:00,SELL,2933.76,2935.73,2929.8200000000006,1.9699999999998,300,2935.73,2934.25,2934.6671317035903,2934.550898704628,2933.415378047491,2891.356650656323,1.0695234670040228,0.0364557246333722,0.9643361659275832,0,1,0.5,1.0,1,1,1,2025-02-19 04:55:00,2929.8200000000006,3.9399999999996,2.0,TP_HIT,182,False,0.48993507621556404,-0.19085354958251263,Low,AVOID TRADE
2025-02-19 10:45:00,SELL,2931.84,2935.77,2923.9800000000005,3.929999999999836,1000,2935.77,2932.49,2933.15501199672,2932.421550447925,2931.6193852402853,2894.0558021904235,1.6349803261577376,0.0557663558092439,1.0911292897736786,0,0,0.0,1.0,1,1,1,2025-02-19 11:15:00,2935.77,-3.929999999999836,-1.0,SL_HIT,183,False,0.08805501859879888,-1.517995617199218,Low,AVOID TRADE
2025-02-19 17:00:00,BUY,2939.46,2932.92,2952.54,6.539999999999964,1630,2936.63,2932.92,2936.099368637666,2937.272408654555,2938.5943258231487,2897.045290654026,2.682186403458322,0.0912475898109966,1.2921490692309263,0,0,0.0,0.3333333333333333,0,0,1,2025-02-19 17:00:00,2932.92,-6.539999999999964,-1.0,SL_HIT,184,False,0.36607289308313473,-0.3713064226492628,Low,AVOID TRADE
2025-02-20 03:15:00,BUY,2935.0,2933.33,2938.34,1.6700000000000728,300,2934.46,2933.33,2934.025549795252,2933.6526093895723,2932.162790701374,2899.949994888084,1.021703529347125,0.0348110231464097,0.735333713870563,0,1,0.5,1.0,1,1,1,2025-02-20 04:05:00,2938.34,3.340000000000145,2.0,TP_HIT,185,True,0.816060606060606,0.28879894115655547,High,TAKE TRADE
2025-02-20 10:35:00,SELL,2944.78,2947.12,2940.100000000001,2.3399999999996908,1000,2947.12,2944.92,2945.260176023798,2944.4605905044136,2942.5400116166056,2902.807575290622,1.3150876429049116,0.0446582645530366,1.040774316500742,0,0,0.0,1.0,1,1,1,2025-02-20 10:50:00,2947.12,-2.3399999999996908,-1.0,SL_HIT,186,False,0.2833252039241127,-0.7039413798487472,Low,AVOID TRADE
2025-02-20 16:55:00,BUY,2945.41,2941.02,2954.19,4.389999999999873,1630,2944.77,2941.02,2944.712906967825,2946.6389994189803,2948.5353544430977,2905.570776635576,2.4075217301494742,0.0817380850254964,1.1533174005631397,0,0,0.0,0.3333333333333333,0,0,1,2025-02-20 17:10:00,2941.02,-4.389999999999873,-1.0,SL_HIT,187,False,0.3667559778418297,-0.8175830501478552,Low,AVOID TRADE
2025-02-21 03:25:00,BUY,2940.21,2938.2,2944.2300000000005,2.0100000000002183,300,2940.17,2938.2,2939.552622285209,2939.201273542675,2939.173759009177,2908.7508927280464,0.9571489687242304,0.0325537621028508,0.851275430047957,0,1,0.5,1.0,1,1,1,2025-02-21 04:25:00,2938.2,-2.0100000000002183,-1.0,SL_HIT,188,False,0.15596491525903292,-0.3079062676231128,Low,AVOID TRADE
2025-02-21 11:00:00,BUY,2931.39,2925.49,2943.19,5.900000000000091,1000,2930.97,2925.49,2930.021030957495,2929.734588597737,2931.0736284721797,2910.546807163122,2.0303288370773944,0.0692616416470477,0.8581144984327337,0,0,0.0,0.6666666666666666,1,0,1,2025-02-21 12:05:00,2925.49,-5.900000000000091,-1.0,SL_HIT,189,False,0.16966470718983287,-1.971503481379637,Low,AVOID TRADE
2025-02-21 16:50:00,SELL,2930.68,2935.22,2921.6,4.539999999999964,1630,2935.22,2933.17,2932.6880344076185,2932.0735507952945,2930.820177739456,2911.414081559044,1.9093059233888028,0.0651489048066934,1.0335981640977527,0,0,0.0,1.0,1,1,1,2025-02-21 18:15:00,2935.22,-4.539999999999964,-1.0,SL_HIT,190,False,0.2187561505222596,-1.3929737086877938,Low,AVOID TRADE
2025-02-24 04:45:00,SELL,2933.6,2940.53,2919.74,6.930000000000291,300,2940.53,2933.91,2935.128245488408,2936.095426164289,2936.5508628485736,2913.9995176352386,1.5161180435877513,0.0516811441092088,0.8824523872805662,0,0,0.0,0.3333333333333333,0,0,1,2025-02-24 06:55:00,2940.53,-6.930000000000291,-1.0,SL_HIT,191,False,0.0582467748779216,-1.9422157062252519,Low,AVOID TRADE
2025-02-24 11:00:00,BUY,2940.73,2935.37,2951.4500000000003,5.360000000000127,1000,2939.97,2935.37,2938.885866831677,2938.9762086227174,2938.614259785486,2915.6578364236584,1.8918792392804151,0.0643336599851198,1.0045753952302263,0,1,0.5,0.6666666666666666,0,1,1,2025-02-24 14:50:00,2935.37,-5.360000000000127,-1.0,SL_HIT,192,False,0.2085247215061404,-1.5398853704737174,Low,AVOID TRADE
2025-02-24 17:00:00,BUY,2948.11,2945.57,2953.19,2.539999999999964,1630,2947.82,2945.57,2946.799990498498,2945.783754273739,2944.185228991774,2917.442449583701,1.8389312312416048,0.0623766152294726,0.9398635299579202,0,0,0.0,1.0,1,1,1,2025-02-24 17:50:00,2953.19,5.079999999999927,2.0,TP_HIT,193,False,0.30870816960816955,-0.31288756885687546,Low,AVOID TRADE
2025-02-25 03:15:00,SELL,2949.64,2953.79,2941.34,4.150000000000091,300,2953.79,2950.09,2951.1646290244253,2950.894278891632,2949.197580339429,2919.8949244715627,1.242869596003732,0.042136314804645,1.1777926927865048,0,0,0.0,1.0,1,1,1,2025-02-25 07:45:00,2941.34,8.300000000000182,2.0,TP_HIT,194,False,0.28042086437568126,-1.2311678046349008,Low,AVOID TRADE
2025-02-25 10:25:00,SELL,2935.75,2938.06,2931.13,2.309999999999945,1000,2938.06,2936.58,2937.287157301588,2938.1565310905407,2940.7227190481294,2921.42170187411,1.5509864071365589,0.0528310110580451,1.0334256036519005,0,1,0.5,0.3333333333333333,0,0,1,2025-02-25 11:10:00,2938.06,-2.309999999999945,-1.0,SL_HIT,195,False,0.19994925444925446,-0.7564275500061493,Low,AVOID TRADE
2025-02-25 17:45:00,BUY,2936.1,2924.12,2960.06,11.980000000000018,1630,2934.7,2924.12,2932.393531248321,2932.620277248861,2934.802022770157,2922.430031459543,3.30803717397196,0.1126677284142897,1.180948703237318,0,0,0.0,0.3333333333333333,0,0,1,2025-02-25 19:15:00,2924.12,-11.980000000000018,-1.0,SL_HIT,196,False,0.22245356144104567,-2.5435554966231035,Low,AVOID TRADE
2025-02-26 03:15:00,SELL,2914.04,2917.13,2907.86,3.090000000000145,300,2917.13,2914.19,2915.036738794789,2914.5091588103637,2912.9873792262256,2921.555208172387,1.4354817927490366,0.0492608815510094,0.9620799384135336,0,1,0.5,0.6666666666666666,1,1,0,2025-02-26 03:45:00,2917.13,-3.090000000000145,-1.0,SL_HIT,197,False,0.15012114682280336,-0.6091535314541626,Low,AVOID TRADE
2025-02-26 10:40:00,SELL,2908.73,2916.23,2893.73,7.5,1000,2916.23,2908.79,2911.042249424177,2913.2114778613613,2915.4755442235896,2921.218134044543,2.122373647580967,0.0729656464361067,1.0862527119119436,0,0,0.0,0.0,0,0,0,2025-02-26 11:50:00,2916.23,-7.5,-1.0,SL_HIT,198,False,0.23911833567867255,-1.2912256638539727,Low,AVOID TRADE
